Transect No.,County,Site,Site function,Transect type,Drag round,Year,Date,Habitat type CONCAT,Temp (F),RH (%),Longitude Start,Latitude Start,GPS Start,GPS End,Start Time,End Time,Collectors,Amblyomma americanum ADULT,Amblyomma americanum NYMPH,Amblyomma americanum LARVA,Amblyomma maculatum ADULT,Amblyomma maculatum NYMPH,Amblyomma maculatum LARVA,Dermacentor albipictus ADULT,Dermacentor albipictus NYMPH,Dermacentor albipictus LARVA,Dermacentor variabilis ADULT,Dermacentor variabilis NYMPH,Dermacentor variabilis LARVA,Haemaphysalis leporispalustris ADULT,Haemaphysalis leporispalustris NYMPH,Haemaphysalis leporispalustris LARVA,Haemaphysalis longicornis ADULT,Haemaphysalis longicornis NYMPH,Haemaphysalis longicornis LARVA,Ixodes scapularis ADULT,Ixodes scapularis NYMPH,Ixodes scapularis LARVA,Rhipicephalus sanguineus ADULT,Rhipicephalus sanguineus NYMPH,Rhipicephalus sanguineus LARVA,Unknown ADULT,Unknown NYMPH,Unknown LARVA,Unknown UNKNOWN,Total,Overall Notes
23-0037,Nassau,Stillwell Woods County Park,Mixed Use,Trail,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous",80.5,52.5,-73.47136,40.83409,"40.83409, -73.47136","40.83351, -73.47014",10:51 AM,11:11 AM,Marie Lilly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,
23-0038,Nassau,Stillwell Woods County Park,Mixed Use,Trail,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",80.5,52.5,-73.47008,40.83357,"40.83357, -73.47008","40.83358, -73.47096",11:20 AM,11:45 AM,Marie Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,20,Dense interior
23-0039,Nassau,Stillwell Woods County Park,Mixed Use,Edge,1,2023,Jun/20/2023,"Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous",83,56,-73.4715,40.83308,"40.83308, -73.47150","40.8337058, -73.4723987",11:56 AM,12:05 PM,Marie Lilly,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
23-6074,Nassau,Stillwell Woods County Park,Mixed Use,Trail,1,2023,Jun/20/2023,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",78.7,51.7,-73.472973,40.8345216,"40.8345216, -73.4729730","40.8355015, -73.4729992",10:18 AM,11:05 AM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,
23-6075A,Nassau,Stillwell Woods County Park,Mixed Use,Interior,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",78.7,51.7,-73.4728875,40.8355099,"40.8355099, -73.4728875","40.8354122, -73.4723776",11:11 AM,11:43 AM,RK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,27,non-consecutive
23-7078,Nassau,Stillwell Woods County Park,Mixed Use,Trail,1,2023,Jun/20/2023,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",75.5,59,-73.4726,40.83452,"40.83452, -73.47260","40.83432, -73.47161",10:47 AM,11:05 AM,Aidyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,
23-7079,Nassau,Stillwell Woods County Park,Mixed Use,Interior,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",75.5,59,-73.47173,40.83418,"40.83418, -73.47173","40.83385, -73.47109",11:07 AM,11:27 AM,Aidyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,
23-7080,Nassau,Stillwell Woods County Park,Mixed Use,Edge,1,2023,Jun/20/2023,"Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous",79.3,59.1,-73.47297,40.8342,"40.83420, -73.47297","40.83390, -73.47417",11:36 AM,11:49 AM,Aidyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very tall plants
23-2022,Nassau,Stillwell Woods County Park,Mixed Use,Trail,2,2023,Jun/28/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",78,80,-73.47096,40.83388,"40.83388, -73.74096","40.83335, -73.46928",10:35 AM,10:55 AM,Rob Gullery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,24,
23-2023,Nassau,Stillwell Woods County Park,Mixed Use,Interior,2,2023,Jun/28/2023,", , , , , , , , ,",78,80,-73.46897,40.83357,"40.83357, -73.46897","40.83413, -73.47031",11:00 AM,11:15 AM,Rob Gullery,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,
23-3096,Nassau,Stillwell Woods County Park,Mixed Use,Edge,2,2023,Jun/28/2023,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass",80,65,-73.4728191,40.8340488,"40.8340488, -73.4728191","40.83341991, -73.4720135",10:33 AM,10:45 AM,Alexis Angulo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
23-3097,Nassau,Stillwell Woods County Park,Mixed Use,Edge,2,2023,Jun/28/2023,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass",80,65,-73.4720135,40.83341991,"40.83341991, -73.4720135","40.8326426, -73.4710412",10:46 AM,10:56 AM,Alexis Angulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-6107,Nassau,Stillwell Woods County Park,trails,Trail,2,2023,Jun/28/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",78,71.2,-73.4729321,40.8340989,"40.8340989, -73.4729321","40.8356144, -73.4729321",10:36 AM,10:56 AM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,
23-6108,Nassau,Stillwell Woods County Park,trails,Interior,2,2023,Jun/28/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",78,71.2,-73.4727658,40.8355393,"40.8355393, -73.4727658","40.8350081, -73.4724560",10:59 AM,11:30 AM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,
23-7148A,Nassau,Stillwell Woods County Park,mixed use,Trail,2,2023,Jun/28/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",80.5,67,-73.47277,40.83462,"40.83462, -73.47277","40.83438, -73.47168",10:34 AM,10:49 AM,Aidyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,
23-7149A,Nassau,Stillwell Woods County Park,mixed use,Interior,2,2023,Jun/28/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",80.5,67,-73.47174,40.8342,"40.83420, -73.47174","40.83478, -73.47286",10:52 AM,11:20 AM,Aidyn,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,
23-1081A,Suffolk,Sunken Meadow State Park,Park,Trail,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",68.3,74,-73.258904,40.90139,"40.901390, -73.258904","40.9003967, -73.2587762",12:49 PM,1:37 PM,SJL,24,185,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,304,"1M, 1F2.5mph wind"
23-1082A,Suffolk,Sunken Meadow State Park,Park,Interior,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",68.3,74,-73.258759,40.900528,"40.900528, -73.258759","40.90018, -73.259774",1:40 PM,2:10 PM,SJL,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,0,0,0,0,0,0,0,0,82,wrong direction; x paralell
23-3076,Suffolk,Sunken Meadow State Park,Park,Trail,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",81.4,44.5,-73.2582102,40.9025692,"40.9025692, -73.2582102","40.9017066, -73.2591058",12:50 PM,1:23 PM,Alexis Angulo,11,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,46,
23-3077,Suffolk,Sunken Meadow State Park,Park,Interior,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",81.4,44.5,-73.2588372,40.9015753,"40.9015753, -73.2588372","40.9024823, -73.2585861",1:26 PM,2:14 PM,Alexis Angulo,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,32,
23-4064,Suffolk,Sunken Meadow State Park,Park,Edge,1,2023,Jun/20/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter,",72.5,66.8,-73.25247,40.90612,"40.90612, -73.25247","40.90658, -73.25307",1:05 PM,1:25 PM,KP,7,37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,26,0,0,0,0,0,0,0,0,76,I am 14m away from the closest trail
23-4065,Suffolk,Sunken Meadow State Park,Park,Trail,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",72.5,66.8,-73.25677,40.90338,"40.90338, -73.25677","40.9025728, -73.2577455",1:55 PM,2:19 PM,KP,2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,0,0,0,0,0,0,0,0,115,
23-5082,Suffolk,Sunken Meadow State Park,,Trail,1,2023,Jun/20/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",73.8,59.3,-73.2572239,40.9033938,"40.9033938, -73.2572239","40.9026610, -73.2584496",12:47 PM,1:26 PM,JM,13,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,0,0,0,0,0,0,0,0,148,"1 M Aa, sandy trail1.2 mph"
23-5083,Suffolk,Sunken Meadow State Park,,Interior,1,2023,Jun/20/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",73.8,59.3,-73.258119,40.9027025,"40.9027025, -73.2581190","40.9028928, -73.2572949",1:28 PM,1:49 PM,JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tall vegetation1.2 mph
23-1117,Suffolk,Sunken Meadow State Park,Nature Preserve,Trail,2,2023,Jul/03/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter",81.6,68.5,,,,,10:27 AM,10:52 AM,SJL,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,91,"1M, 1F"
23-1118,Suffolk,Sunken Meadow State Park,Nature Preserve,Interior,2,2023,Jul/03/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter",81.6,68.5,-73.259681,40.899462,"40.899462, -73.259681","40.900371, -73.259089",10:55 AM,11:20 AM,SJL,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,0,0,54,
23-2042,Suffolk,Sunken Meadow State Park,Park,Trail,2,2023,Jul/03/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",85,72,-73.25895,40.90156,"40.90156, -73.25895","40.90053, -73.25896",10:30 AM,10:55 AM,Rob Gullery,5,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,147,
23-2043,Suffolk,Sunken Meadow State Park,Park,Interior,2,2023,Jul/03/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",85,72,-73.25878,40.90054,"40.90054, -73.25878","40.90118, -73.25885",11:00 AM,11:20 AM,Rob Gullery,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,74,
23-4115,Suffolk,Sunken Meadow State Park,Park,Edge,2,2023,Jul/03/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",85.4,65.1,-73.25308,40.90661,"40.90661, -73.25308","40.90613, -73.25239",10:26 AM,10:45 AM,KP,2,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,55,0.0mph wind
23-4116,Suffolk,Sunken Meadow State Park,Park,Edge,2,2023,Jul/03/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",85.4,65.1,-73.25228,40.90612,"40.90612, -73.25228","40.90570, -73.25142",10:47 AM,11:05 AM,KP,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,0,0,0,0,0,0,0,0,54,
23-5126,Suffolk,Sunken Meadow State Park,Park,Trail,2,2023,Jul/03/2023,"Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",80.7,69.9,-73.2572782,40.9032892,"40.9032892, -73.2572782","40.9025859, -73.2583350",10:23 AM,10:56 AM,JM,13,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,113,F0.0mph wind
23-5127,Suffolk,Sunken Meadow State Park,Park,Interior,2,2023,Jul/03/2023,"Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",80.7,69.9,-73.2582904,40.9027484,"40.9027484, -73.2582904","40.9029726, -73.2573717",10:59 AM,11:18 AM,JM,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,37,0.0mph wind
23-0008,Nassau,SUNY Old Westbury,Trails,Trail,1,2023,Jun/05/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",67,49,-73.5703738,40.793562,"40.7935620, -73.5703738","40.7936016, -73.5712844",10:55 AM,12:10 PM,Marie Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,
23-3016,Nassau,SUNY Old Westbury,Trails,Trail,1,2023,Jun/05/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",64,49,-73.5684838,40.7939801,"40.7939801, -73.5684838","40.7934925, -73.5694001",11:47 AM,12:16 PM,Alexis Angulo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,23,
