Site,Transect type,Date,Transect No.,Section,Habitat type,Temperature,Relative Humidity,GPS Start,GPS End,Start Time,End Time,Collector,Notes
Jones Woods,Interior,Jun/04/2025,25-2026,9,Unmaintained herbaceous and leaf litter,79.9,53.5,"40.6363158, -74.0910455","40.6361880, -74.0919266",12:59 PM,1:20 PM,Stephen Lewis,
Jones Woods,Interior,Jun/04/2025,25-2026,10,Unmaintained herbaceous and leaf litter,79.9,53.5,"40.6363158, -74.0910455","40.6361880, -74.0919266",12:59 PM,1:20 PM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-0200,1,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,2,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,3,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,4,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,5,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,6,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,7,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,8,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,9,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Trail,Jun/24/2025,25-0200,10,Unmaintained herbaceous and leaf litter,82.6,70.5,"40.7454296,-73.8107393","40.7453151, -73.8089375",7:30 AM,7:45 AM,Rob Gullery,dusty/dirt/rock trail
Kissena Park,Interior,Jun/24/2025,25-0201,1,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,2,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,3,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,4,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,5,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,6,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,7,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,8,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,9,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Interior,Jun/24/2025,25-0201,10,Unmaintained herbaceous and leaf litter,83.1,67.2,"40.7455706, -73.8090257","40.7452483, -73.8103503",7:45 AM,8:00 AM,Rob Gullery,Tough interior
Kissena Park,Edge,Jun/24/2025,25-0202,1,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,2,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,3,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,4,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,5,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,6,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,7,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,8,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,9,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Edge,Jun/24/2025,25-0202,10,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.7453583, -73.8113290","40.744444, -73.8109615",8:00 AM,8:15 AM,Rob Gullery,
Kissena Park,Trail,Jun/24/2025,25-1310,1,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,2,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,3,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,4,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,5,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,6,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,7,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,8,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,9,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Trail,Jun/24/2025,25-1310,10,Unmaintained herbaceous,83.5,61.0,"40.743556, -73.808843","40.743634, -73.807785",7:22 AM,7:34 AM,Noah Edelman,A bit damp/dewy
Kissena Park,Interior,Jun/24/2025,25-1311,1,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,2,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,3,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,4,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,5,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,6,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,7,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,8,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,9,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Interior,Jun/24/2025,25-1311,10,Unmaintained herbaceous,82.2,59.9,"40.743708, -73.807789","40.743672, -73.808201",7:36 AM,7:54 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,1,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,2,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,3,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,4,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,5,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,6,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,7,Maintained grass and unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,8,Unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,9,Unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Edge,Jun/24/2025,25-1312,10,Unmaintained herbaceous,85.5,64.3,"40.743167, -73.809656","40.7438756, -73.80890367",7:59 AM,8:08 AM,Noah Edelman,
Kissena Park,Trail,Jun/24/2025,25-2430,1,Unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,2,Unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,3,Unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,4,Maintained grass and unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,5,Maintained grass and unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,6,Maintained grass and unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,7,Maintained grass and unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,8,Maintained grass and unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,9,Maintained grass and unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Trail,Jun/24/2025,25-2430,10,Maintained grass and unmaintained herbaceous,83.5,69.0,"40.7434229, -73.8089586","40.7429080, -73.8081482",7:33 AM,7:47 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,1,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,2,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,3,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,4,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,5,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,6,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,7,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,8,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,9,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,
Kissena Park,Interior,Jun/24/2025,25-2431,10,Unmaintained herbaceous and leaf litter,82.2,67.9,"40.7434186, -73.8091283","40.7434186, -73.8089710",7:48 AM,8:02 AM,Stephen Lewis,Interior ends
Latourette Park,Interior,Jun/11/2025,25-0087,1,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,2,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,3,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,4,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,5,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,6,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,7,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,8,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,9,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0087,10,Unmaintained herbaceous and leaf litter,77.6,60.2,"40.5813287, -74.1390970","40.5868348, -74.1392884",11:00 AM,,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,1,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,2,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,3,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,4,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,5,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,6,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,7,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,8,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,9,Unmaintained herbaceous and leaf litter,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,Interior,Jun/11/2025,25-0088,10,,77.8,47.4,"40.5859925, -74.1394118","40.5857165, -74.1405236",11:20 AM,11:40 AM,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,1,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,2,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,3,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,4,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,5,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,6,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,7,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,8,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,9,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,,Jun/11/2025,25-0089,10,Unmaintained herbaceous and leaf litter,77.4,45.3,"40.5885697, -74.1393488","40.5882384, -74.1402020",11:50 AM,,Rob Gullery,
Latourette Park,Edge,Jun/11/2025,25-1105,1,Leaf Litter,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
Latourette Park,Edge,Jun/11/2025,25-1105,2,Unmaintained herbaceous and leaf litter,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
Latourette Park,Edge,Jun/11/2025,25-1105,3,Unmaintained herbaceous and leaf litter,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
Latourette Park,Edge,Jun/11/2025,25-1105,4,Unmaintained herbaceous and leaf litter,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
Latourette Park,Edge,Jun/11/2025,25-1105,5,Unmaintained herbaceous and leaf litter,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
Latourette Park,Edge,Jun/11/2025,25-1105,6,Unmaintained herbaceous and leaf litter,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
Latourette Park,Edge,Jun/11/2025,25-1105,7,Unmaintained herbaceous and leaf litter,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
Latourette Park,Edge,Jun/11/2025,25-1105,8,Unmaintained herbaceous,78.9,49.9,"40.588463, -74.139425","40.588425, -74.1387158",10:58 AM,11:22 AM,Noah Edelman,
